orden,Puntuacion total directa,Transformada,Porcentaje
1183,59.0,"54,91",36.875
1184,59.0,"54,91",36.875
1185,59.0,"54,91",36.875
1186,59.0,"54,91",36.875
1187,59.0,"54,91",36.875
1188,59.0,"54,91",36.875
1189,59.0,"54,91",36.875
1190,59.0,"54,91",36.875
1191,59.0,"54,91",36.875
1192,59.0,"54,91",36.875
1193,59.0,"54,91",36.875
1194,59.0,"54,91",36.875
1195,58.67,"54,76",36.66875
1196,58.67,"54,76",36.66875
1197,58.66,"54,76",36.662499999999994
1198,58.66,"54,76",36.662499999999994
1199,58.66,"54,76",36.662499999999994
1200,58.66,"54,76",36.662499999999994
1201,58.67,"54,76",36.66875
1202,58.66,"54,76",36.662499999999994
1203,58.67,"54,76",36.66875
1204,58.67,"54,76",36.66875
1205,58.67,"54,76",36.66875
1206,58.67,"54,76",36.66875
1207,58.67,"54,76",36.66875
1208,58.67,"54,76",36.66875
1209,58.66,"54,76",36.662499999999994
1210,58.67,"54,76",36.66875
1211,58.67,"54,76",36.66875
1212,58.67,"54,76",36.66875
1213,58.66,"54,76",36.662499999999994
1214,58.67,"54,76",36.66875
1215,58.67,"54,76",36.66875
1216,58.34,"54,61",36.462500000000006
1217,58.34,"54,61",36.462500000000006
1218,58.33,"54,61",36.456250000000004
1219,58.33,"54,61",36.456250000000004
1220,58.33,"54,61",36.456250000000004
1221,58.33,"54,61",36.456250000000004
1222,58.33,"54,61",36.456250000000004
1223,58.33,"54,61",36.456250000000004
1224,58.33,"54,61",36.456250000000004
1225,58.33,"54,61",36.456250000000004
1226,58.34,"54,61",36.462500000000006
1227,58.34,"54,61",36.462500000000006
1228,58.34,"54,61",36.462500000000006
1229,58.33,"54,61",36.456250000000004
1230,58.33,"54,61",36.456250000000004
1231,58.33,"54,61",36.456250000000004
1232,58.33,"54,61",36.456250000000004
1233,58.0,"54,46",36.25
1234,58.0,"54,46",36.25
1235,58.0,"54,46",36.25
1236,58.0,"54,46",36.25
1237,58.0,"54,46",36.25
1238,58.0,"54,46",36.25
1239,58.0,"54,46",36.25
1240,58.0,"54,46",36.25
1241,58.0,"54,46",36.25
1242,58.0,"54,46",36.25
1243,58.0,"54,46",36.25
1244,58.0,"54,46",36.25
1245,58.0,"54,46",36.25
1246,58.0,"54,46",36.25
1247,58.0,"54,46",36.25
1248,58.0,"54,46",36.25
1249,58.0,"54,46",36.25
1250,57.66,"54,32",36.0375
1251,57.66,"54,32",36.0375
1252,57.67,"54,32",36.04375
1253,57.67,"54,32",36.04375
1254,57.67,"54,32",36.04375
1255,57.67,"54,32",36.04375
1256,57.66,"54,32",36.0375
1257,57.66,"54,32",36.0375
1258,57.67,"54,32",36.04375
1259,57.67,"54,32",36.04375
1260,57.67,"54,32",36.04375
1261,57.66,"54,32",36.0375
1262,57.67,"54,32",36.04375
1263,57.67,"54,32",36.04375
1264,57.67,"54,32",36.04375
1265,57.67,"54,32",36.04375
1266,57.67,"54,32",36.04375
1267,57.67,"54,32",36.04375
1268,57.67,"54,32",36.04375
1269,57.67,"54,32",36.04375
1270,57.34,"54,17",35.8375
1271,57.34,"54,17",35.8375
1272,57.34,"54,17",35.8375
1273,57.34,"54,17",35.8375
1274,57.33,"54,17",35.83125
1275,57.33,"54,17",35.83125
1276,57.34,"54,17",35.8375
1277,57.34,"54,17",35.8375
1278,57.34,"54,17",35.8375
1279,57.33,"54,17",35.83125
1280,57.33,"54,17",35.83125
1281,57.33,"54,17",35.83125
1282,57.33,"54,17",35.83125
1283,57.33,"54,17",35.83125
1284,57.33,"54,17",35.83125
1285,57.33,"54,17",35.83125
1286,57.33,"54,17",35.83125
1287,57.34,"54,17",35.8375
1288,57.33,"54,17",35.83125
1289,57.33,"54,17",35.83125
1290,57.33,"54,17",35.83125
1291,57.33,"54,17",35.83125
1292,57.34,"54,17",35.8375
1293,57.33,"54,17",35.83125
1294,57.33,"54,17",35.83125
1295,57.33,"54,17",35.83125
1296,57.0,"54,02",35.625
1297,57.0,"54,02",35.625
1298,57.0,"54,02",35.625
1299,57.0,"54,02",35.625
1300,57.0,"54,02",35.625
1301,57.0,"54,02",35.625
1302,57.0,"54,02",35.625
1303,57.0,"54,02",35.625
1304,57.0,"54,02",35.625
1305,57.0,"54,02",35.625
1306,57.0,"54,02",35.625
1307,57.0,"54,02",35.625
1308,57.0,"54,02",35.625
1309,57.0,"54,02",35.625
1310,57.0,"54,02",35.625
1311,57.0,"54,02",35.625
1312,57.0,"54,02",35.625
1313,57.0,"54,02",35.625
1314,56.67,"53,87",35.418749999999996
1315,56.67,"53,87",35.418749999999996
1316,56.67,"53,87",35.418749999999996
1317,56.67,"53,87",35.418749999999996
1318,56.66,"53,87",35.412499999999994
1319,56.67,"53,87",35.418749999999996
1320,56.66,"53,87",35.412499999999994
1321,56.66,"53,87",35.412499999999994
1322,56.67,"53,87",35.418749999999996
1323,56.67,"53,87",35.418749999999996
1324,56.67,"53,87",35.418749999999996
1325,56.67,"53,87",35.418749999999996
1326,56.67,"53,87",35.418749999999996
1327,56.33,"53,72",35.20625
1328,56.34,"53,72",35.212500000000006
1329,56.34,"53,72",35.212500000000006
1330,56.33,"53,72",35.20625
1331,56.33,"53,72",35.20625
1332,56.34,"53,72",35.212500000000006
1333,56.34,"53,72",35.212500000000006
1334,56.34,"53,72",35.212500000000006
1335,56.33,"53,72",35.20625
1336,56.33,"53,72",35.20625
1337,56.33,"53,72",35.20625
1338,56.34,"53,72",35.212500000000006
1339,56.33,"53,72",35.20625
1340,56.33,"53,72",35.20625
1341,56.33,"53,72",35.20625
1342,56.33,"53,72",35.20625
1343,56.33,"53,72",35.20625
1344,56.34,"53,72",35.212500000000006
1345,56.0,"53,57",35.0
1346,56.0,"53,57",35.0
1347,56.0,"53,57",35.0
1348,56.0,"53,57",35.0
1349,56.0,"53,57",35.0
1350,56.0,"53,57",35.0
1351,56.0,"53,57",35.0
1352,56.0,"53,57",35.0
1353,56.0,"53,57",35.0
1354,56.0,"53,57",35.0
1355,56.0,"53,57",35.0
1356,56.0,"53,57",35.0
1357,56.0,"53,57",35.0
1358,56.0,"53,57",35.0
1359,56.0,"53,57",35.0
1360,56.0,"53,57",35.0
1361,56.0,"53,57",35.0
1362,56.0,"53,57",35.0
1363,56.0,"53,57",35.0
1364,56.0,"53,57",35.0
1365,56.0,"53,57",35.0
1366,56.0,"53,57",35.0
1367,56.0,"53,57",35.0
1368,56.0,"53,57",35.0
1369,56.0,"53,57",35.0
1370,55.67,"53,42",34.79375
1371,55.66,"53,42",34.7875
1372,55.66,"53,42",34.7875
1373,55.66,"53,42",34.7875
1374,55.67,"53,42",34.79375
1375,55.67,"53,42",34.79375
1376,55.67,"53,42",34.79375
1377,55.66,"53,42",34.7875
1378,55.66,"53,42",34.7875
1379,55.66,"53,42",34.7875
1380,55.66,"53,42",34.7875
1381,55.66,"53,42",34.7875
1382,55.67,"53,42",34.79375
1383,55.67,"53,42",34.79375
1384,55.67,"53,42",34.79375
1385,55.67,"53,42",34.79375
1386,55.66,"53,42",34.7875
1387,55.67,"53,42",34.79375
1388,55.67,"53,42",34.79375
1389,55.67,"53,42",34.79375
1390,55.66,"53,42",34.7875
1391,55.66,"53,42",34.7875
1392,55.67,"53,42",34.79375
1393,55.67,"53,42",34.79375
1394,55.33,"53,27",34.58125
1395,55.33,"53,27",34.58125
1396,55.34,"53,27",34.587500000000006
1397,55.33,"53,27",34.58125
1398,55.33,"53,27",34.58125
1399,55.33,"53,27",34.58125
1400,55.33,"53,27",34.58125
1401,55.34,"53,27",34.587500000000006
1402,55.34,"53,27",34.587500000000006
1403,55.33,"53,27",34.58125
1404,55.33,"53,27",34.58125
1405,55.33,"53,27",34.58125
1406,55.33,"53,27",34.58125
1407,55.34,"53,27",34.587500000000006
1408,55.0,"53,13",34.375
1409,55.0,"53,13",34.375
1410,55.0,"53,13",34.375
1411,55.0,"53,13",34.375
1412,55.0,"53,13",34.375
1413,55.0,"53,13",34.375
1414,55.0,"53,13",34.375
1415,55.0,"53,13",34.375
1416,55.0,"53,13",34.375
1417,55.0,"53,13",34.375
1418,55.0,"53,13",34.375
1419,55.0,"53,13",34.375
1420,55.0,"53,13",34.375
1421,55.0,"53,13",34.375
1422,55.0,"53,13",34.375
1423,55.0,"53,13",34.375
1424,55.0,"53,13",34.375
1425,55.0,"53,13",34.375
1426,55.0,"53,13",34.375
1427,55.0,"53,13",34.375
1428,55.0,"53,13",34.375
1429,55.0,"53,13",34.375
1430,55.0,"53,13",34.375
1431,55.0,"53,13",34.375
1432,55.0,"53,13",34.375
1433,55.0,"53,13",34.375
1434,55.0,"53,13",34.375
1435,54.67,"52,98",34.16875
1436,54.67,"52,98",34.16875
1437,54.67,"52,98",34.16875
1438,54.67,"52,98",34.16875
1439,54.66,"52,98",34.162499999999994
1440,54.66,"52,98",34.162499999999994
1441,54.67,"52,98",34.16875
1442,54.66,"52,98",34.162499999999994
1443,54.67,"52,98",34.16875
1444,54.67,"52,98",34.16875
1445,54.67,"52,98",34.16875
1446,54.66,"52,98",34.162499999999994
1447,54.67,"52,98",34.16875
1448,54.67,"52,98",34.16875
1449,54.67,"52,98",34.16875
1450,54.67,"52,98",34.16875
1451,54.67,"52,98",34.16875
1452,54.67,"52,98",34.16875
1453,54.67,"52,98",34.16875
1454,54.33,"52,83",33.95625
1455,54.33,"52,83",33.95625
1456,54.34,"52,83",33.9625
1457,54.34,"52,83",33.9625
1458,54.34,"52,83",33.9625
1459,54.34,"52,83",33.9625
1460,54.33,"52,83",33.95625
1461,54.33,"52,83",33.95625
1462,54.33,"52,83",33.95625
1463,54.33,"52,83",33.95625
1464,54.33,"52,83",33.95625
1465,54.33,"52,83",33.95625
1466,54.33,"52,83",33.95625
1467,54.33,"52,83",33.95625
1468,54.33,"52,83",33.95625
1469,54.33,"52,83",33.95625
1470,54.33,"52,83",33.95625
1471,54.33,"52,83",33.95625
1472,54.34,"52,83",33.9625
1473,54.34,"52,83",33.9625
1474,54.33,"52,83",33.95625
1475,54.33,"52,83",33.95625
1476,54.33,"52,83",33.95625
1477,54.0,"52,68",33.75
1478,54.0,"52,68",33.75
1479,54.0,"52,68",33.75
1480,54.0,"52,68",33.75
1481,54.0,"52,68",33.75
1482,54.0,"52,68",33.75
1483,54.0,"52,68",33.75
1484,54.0,"52,68",33.75
1485,54.0,"52,68",33.75
1486,54.0,"52,68",33.75
1487,54.0,"52,68",33.75
1488,54.0,"52,68",33.75
1489,54.0,"52,68",33.75
1490,54.0,"52,68",33.75
1491,54.0,"52,68",33.75
1492,53.67,"52,53",33.54375
1493,53.67,"52,53",33.54375
1494,53.67,"52,53",33.54375
1495,53.67,"52,53",33.54375
1496,53.67,"52,53",33.54375
1497,53.66,"52,53",33.537499999999994
1498,53.67,"52,53",33.54375
1499,53.67,"52,53",33.54375
1500,53.67,"52,53",33.54375
1501,53.66,"52,53",33.537499999999994
1502,53.66,"52,53",33.537499999999994
1503,53.67,"52,53",33.54375
1504,53.67,"52,53",33.54375
1505,53.67,"52,53",33.54375
1506,53.67,"52,53",33.54375
1507,53.67,"52,53",33.54375
1508,53.66,"52,53",33.537499999999994
1509,53.66,"52,53",33.537499999999994
1510,53.66,"52,53",33.537499999999994
1511,53.67,"52,53",33.54375
1512,53.67,"52,53",33.54375
1513,53.67,"52,53",33.54375
1514,53.67,"52,53",33.54375
1515,53.66,"52,53",33.537499999999994
1516,53.33,"52,38",33.331250000000004
1517,53.34,"52,38",33.337500000000006
1518,53.34,"52,38",33.337500000000006
1519,53.34,"52,38",33.337500000000006
1520,53.33,"52,38",33.331250000000004
1521,53.33,"52,38",33.331250000000004
1522,53.33,"52,38",33.331250000000004
1523,53.33,"52,38",33.331250000000004
1524,53.33,"52,38",33.331250000000004
1525,53.33,"52,38",33.331250000000004
1526,53.34,"52,38",33.337500000000006
1527,53.34,"52,38",33.337500000000006
1528,53.34,"52,38",33.337500000000006
1529,53.33,"52,38",33.331250000000004
1530,53.33,"52,38",33.331250000000004
1531,53.33,"52,38",33.331250000000004
1532,53.33,"52,38",33.331250000000004
1533,53.34,"52,38",33.337500000000006
1534,53.33,"52,38",33.331250000000004
1535,53.33,"52,38",33.331250000000004
1536,53.0,"52,23",33.125
1537,53.0,"52,23",33.125
1538,53.0,"52,23",33.125
1539,53.0,"52,23",33.125
1540,53.0,"52,23",33.125
1541,53.0,"52,23",33.125
1542,53.0,"52,23",33.125
1543,53.0,"52,23",33.125
1544,53.0,"52,23",33.125
1545,53.0,"52,23",33.125
1546,53.0,"52,23",33.125
1547,53.0,"52,23",33.125
1548,53.0,"52,23",33.125
1549,53.0,"52,23",33.125
1550,53.0,"52,23",33.125
1551,53.0,"52,23",33.125
1552,53.0,"52,23",33.125
1553,52.67,"52,08",32.91875
1554,52.67,"52,08",32.91875
1555,52.67,"52,08",32.91875
1556,52.66,"52,08",32.9125
1557,52.67,"52,08",32.91875
1558,52.67,"52,08",32.91875
1559,52.67,"52,08",32.91875
1560,52.66,"52,08",32.9125
1561,52.66,"52,08",32.9125
1562,52.67,"52,08",32.91875
1563,52.67,"52,08",32.91875
1564,52.67,"52,08",32.91875
1565,52.67,"52,08",32.91875
1566,52.66,"52,08",32.9125
1567,52.67,"52,08",32.91875
1568,52.66,"52,08",32.9125
1569,52.66,"52,08",32.9125
1570,52.66,"52,08",32.9125
1571,52.67,"52,08",32.91875
1572,52.33,"51,93",32.70625
1573,52.34,"51,93",32.7125
1574,52.33,"51,93",32.70625
1575,52.33,"51,93",32.70625
1576,52.34,"51,93",32.7125
1577,52.33,"51,93",32.70625
1578,52.33,"51,93",32.70625
1579,52.33,"51,93",32.70625
1580,52.34,"51,93",32.7125
1581,52.34,"51,93",32.7125
1582,52.34,"51,93",32.7125
1583,52.33,"51,93",32.70625
1584,52.33,"51,93",32.70625
1585,52.33,"51,93",32.70625
1586,52.33,"51,93",32.70625
1587,52.33,"51,93",32.70625
1588,52.34,"51,93",32.7125
1589,52.34,"51,93",32.7125
1590,52.34,"51,93",32.7125
1591,52.33,"51,93",32.70625
1592,52.33,"51,93",32.70625
1593,52.34,"51,93",32.7125
1594,52.34,"51,93",32.7125
1595,52.34,"51,93",32.7125
1596,52.0,"51,79",32.5
1597,52.0,"51,79",32.5
1598,52.0,"51,79",32.5
1599,52.0,"51,79",32.5
1600,52.0,"51,79",32.5
1601,52.0,"51,79",32.5
1602,52.0,"51,79",32.5
1603,52.0,"51,79",32.5
1604,52.0,"51,79",32.5
1605,52.0,"51,79",32.5
1606,52.0,"51,79",32.5
1607,52.0,"51,79",32.5
1608,52.0,"51,79",32.5
1609,52.0,"51,79",32.5
1610,52.0,"51,79",32.5
1611,52.0,"51,79",32.5
1612,52.0,"51,79",32.5
1613,52.0,"51,79",32.5
1614,52.0,"51,79",32.5
1615,52.0,"51,79",32.5
1616,51.67,"51,64",32.293749999999996
1617,51.67,"51,64",32.293749999999996
1618,51.66,"51,64",32.287499999999994
1619,51.66,"51,64",32.287499999999994
1620,51.67,"51,64",32.293749999999996
1621,51.67,"51,64",32.293749999999996
1622,51.67,"51,64",32.293749999999996
1623,51.66,"51,64",32.287499999999994
1624,51.67,"51,64",32.293749999999996
1625,51.67,"51,64",32.293749999999996
1626,51.67,"51,64",32.293749999999996
1627,51.66,"51,64",32.287499999999994
1628,51.66,"51,64",32.287499999999994
1629,51.66,"51,64",32.287499999999994
1630,51.66,"51,64",32.287499999999994
1631,51.67,"51,64",32.293749999999996
1632,51.67,"51,64",32.293749999999996
1633,51.67,"51,64",32.293749999999996
1634,51.67,"51,64",32.293749999999996
1635,51.33,"51,49",32.08125
1636,51.33,"51,49",32.08125
1637,51.34,"51,49",32.087500000000006
1638,51.33,"51,49",32.08125
1639,51.33,"51,49",32.08125
1640,51.33,"51,49",32.08125
1641,51.34,"51,49",32.087500000000006
1642,51.33,"51,49",32.08125
1643,51.33,"51,49",32.08125
1644,51.33,"51,49",32.08125
1645,51.33,"51,49",32.08125
1646,51.33,"51,49",32.08125
1647,51.33,"51,49",32.08125
1648,51.33,"51,49",32.08125
1649,51.0,"51,34",31.874999999999996
1650,51.0,"51,34",31.874999999999996
1651,51.0,"51,34",31.874999999999996
1652,51.0,"51,34",31.874999999999996
1653,51.0,"51,34",31.874999999999996
1654,51.0,"51,34",31.874999999999996
1655,51.0,"51,34",31.874999999999996
1656,51.0,"51,34",31.874999999999996
1657,51.0,"51,34",31.874999999999996
1658,51.0,"51,34",31.874999999999996
1659,51.0,"51,34",31.874999999999996
1660,51.0,"51,34",31.874999999999996
1661,51.0,"51,34",31.874999999999996
1662,51.0,"51,34",31.874999999999996
1663,50.67,"51,19",31.668750000000003
1664,50.67,"51,19",31.668750000000003
1665,50.67,"51,19",31.668750000000003
1666,50.67,"51,19",31.668750000000003
1667,50.66,"51,19",31.662499999999998
1668,50.66,"51,19",31.662499999999998
1669,50.66,"51,19",31.662499999999998
1670,50.67,"51,19",31.668750000000003
1671,50.67,"51,19",31.668750000000003
1672,50.66,"51,19",31.662499999999998
1673,50.67,"51,19",31.668750000000003
1674,50.67,"51,19",31.668750000000003
1675,50.67,"51,19",31.668750000000003
1676,50.67,"51,19",31.668750000000003
1677,50.67,"51,19",31.668750000000003
1678,50.66,"51,19",31.662499999999998
1679,50.66,"51,19",31.662499999999998
1680,50.67,"51,19",31.668750000000003
1681,50.67,"51,19",31.668750000000003
1682,50.66,"51,19",31.662499999999998
1683,50.33,"51,04",31.456249999999997
1684,50.34,"51,04",31.462500000000006
1685,50.33,"51,04",31.456249999999997
1686,50.34,"51,04",31.462500000000006
1687,50.33,"51,04",31.456249999999997
1688,50.33,"51,04",31.456249999999997
1689,50.34,"51,04",31.462500000000006
1690,50.34,"51,04",31.462500000000006
1691,50.33,"51,04",31.456249999999997
1692,50.33,"51,04",31.456249999999997
1693,50.33,"51,04",31.456249999999997
1694,50.34,"51,04",31.462500000000006
1695,50.34,"51,04",31.462500000000006
1696,50.33,"51,04",31.456249999999997
1697,50.34,"51,04",31.462500000000006
1698,50.34,"51,04",31.462500000000006
1699,50.33,"51,04",31.456249999999997
1700,50.34,"51,04",31.462500000000006
1701,50.0,"50,89",31.25
1702,50.0,"50,89",31.25
1703,50.0,"50,89",31.25
1704,50.0,"50,89",31.25
1705,50.0,"50,89",31.25
1706,50.0,"50,89",31.25
1707,50.0,"50,89",31.25
1708,50.0,"50,89",31.25
1709,50.0,"50,89",31.25
1710,50.0,"50,89",31.25
1711,50.0,"50,89",31.25
1712,50.0,"50,89",31.25
1713,50.0,"50,89",31.25
1714,50.0,"50,89",31.25
1715,50.0,"50,89",31.25
1716,50.0,"50,89",31.25
1717,50.0,"50,89",31.25
1718,49.67,"50,75",31.043750000000003
1719,49.67,"50,75",31.043750000000003
1720,49.67,"50,75",31.043750000000003
1721,49.67,"50,75",31.043750000000003
1722,49.67,"50,75",31.043750000000003
1723,49.67,"50,75",31.043750000000003
1724,49.67,"50,75",31.043750000000003
1725,49.67,"50,75",31.043750000000003
1726,49.66,"50,75",31.037499999999994
1727,49.67,"50,75",31.043750000000003
1728,49.67,"50,75",31.043750000000003
1729,49.66,"50,75",31.037499999999994
1730,49.66,"50,75",31.037499999999994
1731,49.67,"50,75",31.043750000000003
1732,49.33,"50,59",30.831249999999997
1733,49.33,"50,59",30.831249999999997
1734,49.33,"50,59",30.831249999999997
1735,49.33,"50,59",30.831249999999997
1736,49.33,"50,59",30.831249999999997
1737,49.33,"50,59",30.831249999999997
1738,49.33,"50,59",30.831249999999997
1739,49.33,"50,59",30.831249999999997
1740,49.33,"50,59",30.831249999999997
1741,49.33,"50,59",30.831249999999997
1742,49.33,"50,59",30.831249999999997
1743,49.33,"50,59",30.831249999999997
1744,49.33,"50,59",30.831249999999997
1745,49.33,"50,59",30.831249999999997
1746,49.33,"50,59",30.831249999999997
1747,49.34,"50,59",30.837500000000002
1748,49.34,"50,59",30.837500000000002
1749,49.34,"50,59",30.837500000000002
1750,49.34,"50,59",30.837500000000002
1751,49.34,"50,59",30.837500000000002
1752,49.33,"50,59",30.831249999999997
1753,49.33,"50,59",30.831249999999997
1754,49.33,"50,59",30.831249999999997
1755,49.34,"50,59",30.837500000000002
1756,49.34,"50,59",30.837500000000002
1757,49.34,"50,59",30.837500000000002
1758,49.34,"50,59",30.837500000000002
1759,49.33,"50,59",30.831249999999997
1760,49.33,"50,59",30.831249999999997
1761,49.33,"50,59",30.831249999999997
1762,49.33,"50,59",30.831249999999997
1763,49.33,"50,59",30.831249999999997
1764,49.34,"50,59",30.837500000000002
1765,49.34,"50,59",30.837500000000002
1766,49.33,"50,59",30.831249999999997
1767,49.0,"50,45",30.625000000000004
1768,49.0,"50,45",30.625000000000004
1769,49.0,"50,45",30.625000000000004
1770,49.0,"50,45",30.625000000000004
1771,49.0,"50,45",30.625000000000004
1772,49.0,"50,45",30.625000000000004
1773,49.0,"50,45",30.625000000000004
1774,49.0,"50,45",30.625000000000004
1775,49.0,"50,45",30.625000000000004
1776,49.0,"50,45",30.625000000000004
1777,49.0,"50,45",30.625000000000004
1778,49.0,"50,45",30.625000000000004
1779,49.0,"50,45",30.625000000000004
1780,49.0,"50,45",30.625000000000004
1781,49.0,"50,45",30.625000000000004
1782,49.0,"50,45",30.625000000000004
1783,49.0,"50,45",30.625000000000004
1784,49.0,"50,45",30.625000000000004
1785,49.0,"50,45",30.625000000000004
1786,49.0,"50,45",30.625000000000004
1787,49.0,"50,45",30.625000000000004
1788,49.0,"50,45",30.625000000000004
1789,49.0,"50,45",30.625000000000004
1790,48.67,"50,3",30.41875
1791,48.67,"50,3",30.41875
1792,48.66,"50,3",30.412499999999998
1793,48.67,"50,3",30.41875
1794,48.67,"50,3",30.41875
1795,48.67,"50,3",30.41875
1796,48.67,"50,3",30.41875
1797,48.67,"50,3",30.41875
1798,48.66,"50,3",30.412499999999998
1799,48.66,"50,3",30.412499999999998
1800,48.66,"50,3",30.412499999999998
1801,48.67,"50,3",30.41875
1802,48.67,"50,3",30.41875
1803,48.67,"50,3",30.41875
1804,48.67,"50,3",30.41875
1805,48.67,"50,3",30.41875
1806,48.67,"50,3",30.41875
1807,48.66,"50,3",30.412499999999998
1808,48.33,"50,15",30.20625
1809,48.34,"50,15",30.212500000000002
1810,48.34,"50,15",30.212500000000002
1811,48.33,"50,15",30.20625
1812,48.33,"50,15",30.20625
1813,48.34,"50,15",30.212500000000002
1814,48.34,"50,15",30.212500000000002
1815,48.34,"50,15",30.212500000000002
1816,48.33,"50,15",30.20625
1817,48.33,"50,15",30.20625
1818,48.33,"50,15",30.20625
1819,48.33,"50,15",30.20625
1820,48.34,"50,15",30.212500000000002
1821,48.34,"50,15",30.212500000000002
1822,48.34,"50,15",30.212500000000002
1823,48.33,"50,15",30.20625
1824,48.33,"50,15",30.20625
1825,48.33,"50,15",30.20625
1826,48.0,50,30.0
1827,48.0,50,30.0
1828,48.0,50,30.0
1829,48.0,50,30.0
1830,48.0,50,30.0
1831,48.0,50,30.0
1832,48.0,50,30.0
1833,48.0,50,30.0
1834,48.0,50,30.0
1835,48.0,50,30.0
1836,48.0,50,30.0
1837,48.0,50,30.0
1838,48.0,50,30.0
1839,48.0,50,30.0
1840,48.0,50,30.0
1841,48.0,50,30.0
1842,48.0,50,30.0
1843,48.0,50,30.0
1844,48.0,50,30.0
1845,48.0,50,30.0
1846,48.0,50,30.0
1847,48.0,50,30.0
1848,48.0,50,30.0
1849,48.0,50,30.0
1850,48.0,50,30.0
1851,48.0,50,30.0
1852,48.0,50,30.0
1853,48.0,50,30.0
1854,48.0,50,30.0
1855,48.0,50,30.0
1856,48.0,50,30.0
1857,48.0,50,30.0
1858,48.0,50,30.0
